framenr,kanji,keyword,public,last_edited,story
2006,幻,"phantasm",0,2014-04-03 14:39:07,"After the play, The Phantasm of the Opera hangs up his cape on a *clothes hanger* and returns to his *cocoon* to sleep."
2007,司,"director",0,2014-04-04 16:09:21,"The director sticks a *clothes hanger* in each actor's *mouth* and hangs them from the *ceiling* until he needs them."
2008,伺,"pay respects",0,2014-04-04 16:10:03,"*Mr. T* is the *director*. You better #pay respects# to him!"
2009,詞,"parts of speech",0,2014-04-04 16:14:21,"The big mouthed *director* is even picky about the #parts of speech# you use, shouting, ""More verbs! Less adjectives!"" and such all the time."
2010,飼,"domesticate",0,2014-04-04 16:20:16,"When you DOMESTICATE a animal, you are the DIRECTOR of it's life and what it EATS."
2011,嗣,"heir",0,2014-04-04 16:45:21,"The *director*'s *mouth* dropped open as he flipped through the *scrapbook* of properties he was about to become #heir# to."
2012,舟,"boat",0,2014-04-04 17:04:18,"I see this kanji as a pictograph of a two story boat seen from the front. The *glass canopy* is the body of the boat.  The *drop* on top is the chimney. The horizontal line is the *ceiling/floor* between the the 1st/2nd floor.  Finally, the *two drops* in the middle are the lights on the decks."
2013,舶,"liner",0,2014-04-04 17:05:32,"Cruise Liners are huge *boats* that always seem to be *white*"
2014,航,"navigate",0,2014-04-04 17:06:11,"To navigate a ""boat"" through a ""whirlwind"" takes a skilled #navigator#. Nami ^_^"
2015,舷,"gunwale",0,2015-01-30 03:31:55,"The gunwale is perhaps the most *mysterious* part of a *boat* for it is neither a #gun# nor a #whale#."
2016,般,"carrier",0,2014-04-04 17:07:22,"In general, carrier boats have missiles."
2017,盤,"tray",0,2014-04-04 17:10:59,"What do you call a ""CARRIER"" of DISHes?  A TRAY."
2018,搬,"conveyor",0,2014-04-05 16:17:24,"When workers neglect workplace safety, their fingers get cut off and carried away by the conveyor belt, which looks like a 'finger carrier' in that case."
2019,船,"ship",0,2014-04-05 16:30:40,"A boy floats his toy *boat* in a *gully* and imagines it as an immense #ship#."
2020,艦,"warship",0,2014-04-05 16:33:24,"A warship is a *boat* that *oversees* the seas. Think of it as the patroller of the ocean."
2021,艇,"rowboat",0,2014-04-05 16:34:39,"In venice, the *boat* used by the *courts* to transport criminals is a rowboat."
2022,瓜,"melon",0,2014-04-05 16:37:05,"M for melon. 瓜elon"
2023,弧,"arc",0,2014-04-06 16:33:03,"When you use a *bow* to shoot a *melon*, the arc varies depending on how far away you are."
2024,孤,"orphan",0,2014-04-06 16:48:51,"An orphan will never know the joys on sucking on his mother's melons........"
2025,繭,"cocoon",0,2014-04-06 17:11:17,"This is a simple two-column manga showing the metamorphosis of a caterpillar into a cocoon. First, the caterpillar gets under a large flower (bees tend to hang around flowers, which scare away other predators). Then, in the first frame, we see the caterpillar (*insect*). Then, a bar separating this frame from the next frame (remember that Japanese manga run the other way!), in which we see the *insect* covered with *thread*, making a beautiful cocoon."
2026,益,"benefit",0,2014-04-06 17:14:31,"The benefit of being an animal with *horns* and fast *legs* is in keeping it from becoming a *dish* for the other animals!
(shaydwyrm)"
2027,暇,"spare time",0,2014-04-06 17:20:44,"Some jackass-like people have way too much spare time. You can find video's of them all over the internet, if you like such things, you can watch it all *day*. You see them *stapling* their *mouths* shut, or throwing eachother *upside down in boxes* or kicking each other in the *crotch*."
2028,敷,"spread",0,2014-04-06 17:23:07,"*Arrowheads* are #spread# all over the *field*. The *taskmaster* profiteerer forces you to find them all using a *compass*."
2029,来,"come",0,2014-04-06 17:24:54,"When I come home, there's nobody and no dinner waiting for me.  Sigh...*rice* for *one* again."
2030,気,"spirit",0,2014-04-07 15:02:06,"*Wolverine* has a fighting spirit, and even while *reclining* on the *floor* sharpens the *hooks* on his claws"
2031,汽,"vapor",0,2014-04-07 15:08:39,"Vapor is the *water's* *spirit* with no *x*, the unknown quantity for soul."
2032,飛,"fly",0,2014-04-07 15:11:59,"Hooks with small wings attached look like hummingbirds with a long beak.  Two hummingbirds are trying to fly away with our little measuring box.  What do they want it for?"
2033,沈,"sink",0,2014-04-07 15:14:45,"This is the famous story of Archimedes and the Crown, where buoyancy was discovered. Watching the *crown* sink in the *water*, Archimedes detected the fraud and ran naked through the city (*human legs* distorted from running) yelling ""Eureka! Eureka!"" See http://math.nyu.edu/~crorres/Archimedes/Crown/CrownIntro.html and http://en.wikipedia.org/wiki/Eureka_%28word%29"
2034,枕,"pillow",0,2015-01-30 03:32:33,"The guy who was thrown into the river to sink was given one last request. ""If I'm gonna be sleeping with the fishes,"" he said, ""can I at least have a pillow? I'm real sensitive."" The mafia bosses laughed. ""Look, my doctor said I can only use *wooden* pillows, I have a real serious condition. Can I at least die comfortable-like?"" The mafia dudes said fine, and let him have his pillow. They tossed him the river and drove off...and after a minute, he bobbed to the top, thanks to his floating *wood* pillow."
2035,妻,"wife",0,2014-04-07 15:17:19,"Your wife's fingernails are like ten rakes clawing into you. What a savage woman."
2036,凄,"nifty",0,2015-01-30 03:33:44,"I prefer keyword ""terrific"" for this as the Japanese meaning can be either ""great"" or ""dreadful"".  Story: freezing your wife is a terrific idea, she can still look pretty and you don't have to listen to all the nagging.

Sugoi! Sugoi! Ice Wife Sugoi!"
2037,衰,"decline",0,2014-04-08 04:55:24,"If you thought that the dude in 哀 was pathetic, you haven't seen him after his decline. Here he is carrying a stick around in his mouth like a dog, begging people to throw it for him. Note that the mouth is closed only after the stick goes in, as is only logical."
2038,衷,"inmost",0,2014-04-08 04:56:45,"Besides making money from acting like a dog (see decline), the *pathetic* man has risked his inmost internal organs by becoming a *cane* swallower!"
2039,面,"mask",0,2014-04-08 04:58:20,"When Jim Carrey puts on #The Mask#, he can make it seem like he has *100 eyes* popping out of his head."
2040,麺,"noodles",0,2015-01-30 03:35:23,"I always eat *barley* noodles with a *mask* on - it stops them splashing in your face."
2041,革,"leather",0,2014-04-08 04:59:48,"In this leather belt there are *20* (廿) small holes or *openings* (口) made with a *needle* (十) to compensate for increases in girth."
2042,靴,"shoes",0,2014-04-08 05:02:04,"*Leather* shoes are nice because they *change* shape to fit your foot."
2043,覇,"hegemony",0,2014-04-08 05:03:23,"In the old west, animal skins were made into leather and their flesh was eaten, thus using the whole animal, which viewed from the animal side could be taken as humans asserting complete hegemony over them. All your base are belong to us."
2044,声,"voice",0,2014-04-08 05:05:13,"When an enemy's *flag* is raised, a true *samurai* can *split* it in half with just his voice."
2045,眉,"eyebrow",0,2015-01-30 03:35:47,"(+astridtops) #Eyebrows# are like *flags* that are raised above your *eyes*. The *flag* is divided because otherwise that would be a monobrow."
2046,呉,"give",0,2014-04-08 05:06:41,"This kanji does not mean ""give"" as in ""give to someone."" It means ""give"" in the sense that someone gave you something, or did something for your benefit when combined with a gerund (-te/-de form) of a verb. STORY: Your working in a factory and your hand gets stuck in one of the gears. You yell with a big MOUTH, ""HELP!"" and one of your co-workers runs over, GIVES YOU a HAND-CRANK TOOL, and goes back to work. =("
2047,娯,"recreation",0,2014-04-08 05:20:25,"""Give me a woman (女を呉れ！)  for my recreation!"""
2048,誤,"mistake",0,2014-04-08 05:21:05,"It is a rookie #mistake# to believe the *words* when your sweetie says ""You don't have to *give* me anything for my birthday."" Trust me, your sweetie wants something, something shiny, and if you disappoint, you will suffer."
2049,蒸,"steam",0,2014-04-08 05:24:58,"This kanji is used in compounds for the steaming of food and also for smoking/fumigation. Here we have the Japanese once again trying to replicate the French cuisine,  only with a twist, steaming food with flowers (think of flower-smoked ham for example). Flowers must first be *completely soaked in water*, and then poured over a thin piece of *flooring* under which there is an *oven fire*."
2050,承,"acquiesce",0,2014-04-08 05:26:58,"To get someone to acquiesce, duck them *completely* in *aqua* (=*water*) *three* times. (variation on dingomick's)"
2051,函,"bin",0,2014-04-08 05:30:05,"(thegeezer3) Damn racoons... I'll show them.  I'll put a SNARE in the BIN as well as a few SPARKLERS so as to scare the shit out of the buggers, then hit them with a SHOVEL."
2052,極,"poles",0,2014-04-08 05:31:50,"(modified Katsuo) Can simplify this using {1243}. You travel to the *poles*, a frozen wasteland. In desperate need of food you try to set up a snare but the tree is *decayed* (see story for {1243}) so you catch no prey. The brutal cold first attacks your *mouth* as your lips turn blue, then your *crotch* also gets cold as your body fails; finally you fall to the *floor*."
2053,牙,"tusk",0,2014-04-09 14:42:47,"The kanji looks like an elephant with tusks. the box is the elephant's eye. The final stroke is the tusk"
2054,芽,"bud,sprout",0,2014-04-09 14:45:01,"Unfortunately, this must be a sad story. Poachers lure the elefants with #buds# (of *flowers*) so they can kill them to get their *ivory*."
2055,邪,"wicked",0,2014-04-09 14:45:19,"The #wicked# queen builds her *city walls* out of menacing *tusks*."
2056,雅,"gracious",0,2014-04-09 14:48:01,"To not confuse it with {606} or {721}, think of the phrase ""Goodness gracious."" Like: ""Goodness gracious! A *turkey* with *tusks*!"""
2057,釈,"interpretation",0,2015-05-20 10:09:28,"The magical shakuhachi can easily give interpretation for any animal tracks, just like it can be used to translate words (訳)."
2058,番,"turn",0,2014-04-09 16:53:50,"[turn; number in a series]

Ok, I'm done - now it's your #turn# to count the *drops* of *rice* in the *rice field*..."
2059,審,"hearing",0,2014-04-09 16:54:23,"At your divorce hearing the judge tells you to roll *dice* to see who keeps the *house*. (""I can't believe what I'm hearing!"" you say)"
2060,翻,"flip",0,2014-04-09 16:55:42,"Don't play *dice* with birds. When you're not looking, they'll flip the *dice* with their *feathers*."
2061,藩,"clan",0,2014-04-09 16:56:50,"This character refers to feudal clans that were abolished in 1871 (Meiji 4) in favor of prefectures (廃藩置県), and thus were predecessors of the modern prefectures. As we know from 落, flowers and water drops each have their own way of falling. This character says that clans' location was decided in the way flowers, water drops and dice fall: at random. See http://en.wikipedia.org/wiki/Han_%28country_subdivision%29"
2062,毛,"fur",0,2014-04-09 17:01:03,"I've heard of people having hair on the back of their hands, but this is ridiculous!  That's not hair, that's #fur#!"
2063,耗,"decrease",0,2014-04-11 06:37:45,"The amount of ""fur"" (needles) on a Christmas tree decreases, until it doesn't look all that good."
2064,尾,"tail",0,2014-04-11 06:38:05,"A FLAG of FUR is a TAIL"
2065,宅,"home",0,2014-04-11 06:39:32,"This kanji is, of course, pronounced ""taku"", and it seems the owner of this home is a little bit otaku himself. He has hung up *locks of hair*  suruptitiously obtained from various females all over his *house*. A veritable hair fetishist, and certainly someone whose home you wouldn't want to visit."
2066,託,"consign",0,2014-04-11 06:40:38,"In ""The Lord of the Rings"", Galadriel consigned a lock of her hair to Gimli the dwarf, along with some wise words."
2067,為,"do",0,2014-04-11 06:49:08,"Tell a story - a reluctant magician is asked to do a trick. The audience chant 'Do it, do it!', so eventually he does one. He takes a *drop* of water (stroke 1), drops it on the ground where it runs down and smears out (stroke 2). It drops down two steps (strokes 3 and 4) (imagine some nice setting with steps), growing and becoming multicoloured, like a petrol drop, as it goes. Then at the bottom the magician touches it with his wand and you see it has turned into a set of peacock's *tail feathers*."
2068,偽,"falsehood",0,2014-04-11 06:50:55,"Not really a story but I believe that giving special attention to a kanji is also a good way to remember it and this one was selected as #""Kanji of the year 2007""#.  http://www.japanprobe.com/?p=3368"
2069,畏,"apprehensive",0,2015-01-30 03:36:44,"The man being tortured was apprehensive as he saw his tormentor approaching with a *hairpin* poised to pierce his *brain*!"
2070,長,"long",0,2014-04-11 06:52:53,"The Geisha with long *hair* uses an ornate lacquered *hairpin* to bundle it all up."
2071,張,"lengthen",0,2014-04-11 06:53:55,"Wanna lengthen the distance you can shoot? Use a *longbow*!"
2072,帳,"notebook",0,2014-04-11 06:57:01,"In ancient China books were rolled-up scrolls of paper. So notebooks were nothing more than *long towels*."
2073,脹,"dilate",0,2017-01-06 04:30:13,"taking Viagra let's your blood vessels dilate...resulting in a *body part* getting *long*."
2074,髪,"hair of the head",0,2014-04-11 07:05:32,"Japanese teenage girls consider the style of the hair of the head very important. If a particular style is trendy, soon they all want their own *hair* in the same *shape* as that of their *friends*."
2075,展,"unfold",0,2014-04-11 07:07:45,"You use a flag to wrap up a salad for a picnic and bind it with a hairpin. Now imagine unfolding it to open up the bounty you've fixed up for yourself."
2076,喪,"miss",0,2014-04-11 07:13:03,"*Ten* days ago, our *two mouths* met for the last time... then she gave me her *hairpin* as a sayounara gift. How I miss my Geisha girl..."
2077,巣,"nest",0,2014-04-12 17:40:33,"The wise old OWL makes her nest out of FRUIT, carving out the middle for her chicks, because then it's less work: no running back & forth to get food!"
2078,単,"simple",0,2014-04-12 17:41:07,"For *owl*s, finding a *needle* in a *rice field* is simple (much better eyesight than us humans)"
2079,戦,"war",0,2014-04-12 17:42:14,"What started out as a *simple fiesta*, turned into a full-scale war after arguments about whose potato salad was the best."
2080,禅,"Zen",0,2014-04-12 17:42:56,"Knowing ZEN’s emphasis on “nothingness,” it’s not hard to envision a ZEN ALTAR being quite clean and SIMPLE."
2081,弾,"bullet",0,2014-04-12 17:43:31,"Hunting with a *bow* is too complicated. I'm switching to something *simpler*--using a bullet."
2082,桜,"cherry tree",0,2014-04-12 17:44:46,"The *tree* in Japan that represents both wisdom (the *owl*) and femininity (the *woman*).  This is a sakura (さくら), or cherry tree"
2083,獣,"animal",0,2014-04-12 17:45:43,"The *owl* looks for its prey in the *rice field*. It sees so many potential #animal#s to eat but since it only has *one mouth*, it decides that the tasty looking *chihuahua* will be its meal for tonight. (adapted from Copycatken,1-9-2006)"
2084,脳,"brain",0,2014-04-12 17:46:27,"The brain is the part of the body that can give you the wisdom of the owl... or the wickedness of the villain."
2085,悩,"trouble",0,2014-04-12 17:47:14,"The owl villain is the one that troubles me most of all the super-villains. He's just so smart... you never know what he'll do! Definitely enough to put you in a troubled state of mind."
2086,厳,"stern",0,2014-04-12 17:49:18,"This represents a stern looking owl, perched up on a cliff. This cliff is quite famous for daring individuals to cliff dive off of, but is any of them daring enough to threaten the owl?"
2087,鎖,"chain",0,2014-04-13 15:48:49,"The chain on this chainsaw is made of *little* *metal* *shells*."
2088,挙,"raise",0,2014-04-13 15:52:41,"The *owl* was asked to #raise# his *hand* if he needed anything, but he had a wing, not a *hand*! So he made a *tool* that looked like a *hand* which he used when he needed to #raise# his *hand*.  For #raise#ing, *owl* has a *tool* *hand*."
2089,誉,"reputation",0,2014-04-13 15:54:12,"This *owl*'s reputation skyrocketed after he created a *tool* in order to speak human *words*."
2090,猟,"game hunting",0,2014-04-13 15:55:40,"[game-hunting; shooting; game; bag]

According to unicode.org and wwwjdic, 鼡 and 鼠 ({2065}) are variants. So, for 鼡 (which I'll call #rat#) I have: an *owl*, flying in the *wind*, can easily spot a #rat# even if it's hiding in the *cornstalks*.

Now 猟 is easy: *wild dogs* are having fun by #game-hunting# *rat*s."
2091,鳥,"bird",0,2014-04-13 15:58:02,"There is only *one* bird with such beautiful *white* tail feathers: the albino *peakcock*."
2092,鳴,"chirp",0,2014-04-13 16:34:24,"A chirp is quite simply the sound that comes from the mouth of birds."
2093,鶴,"crane",0,2014-04-13 16:35:59,"I ordered a crane to move my *turkey coop*, but they sent me this damn *bird* instead"
2094,烏,"crow",0,2014-04-13 16:38:03,"A crow is a *bird*, but *not a white one*.
MEANING: write *bird*, but skip writing *one* in *white*."
2095,蔦,"vine",0,2014-04-13 16:41:09,"Note : if you'll remember we already have a primitive for ""ivy"", but it was completely made up from the ""square jewel"" kanji. The kanji here refers to ivy, or vine, and is used in a particular compound for ""Hedera rhombea"", which is a type of ivy native to Japan. This vine here produces a lot of flowers, and attracts many small birds, which is sure to cheer up even the most depressed Japanese gardener."
2096,鳩,"pigeon",0,2014-04-13 16:42:02,"Pigeons are the birds that come in hordes after baseball games to eat all the trash left by fans."
2097,鶏,"chicken",0,2014-04-14 17:00:38,"the *vulture's* *husband* is a chicken...heck...who am I to judge their interspecies love?  They're both *birds* so its cool."
2098,島,"island",0,2014-04-14 17:01:56,"This island is the home of the terrible mythical  bird Roc. It sits mighty atop the mountain waiting for the next hapless ship to pass by."
2099,暖,"warmth",0,2014-04-14 17:04:06,"A massive group of *migrating ducks* is blocking the warmth of the *sun* as they pass over your house/barbecue/picnic. Their formation is so humongous they block the warmth for a good 10 minutes while they pass over. Mnemonic for the *migrating ducks* primitive : the migrating ducks stick together like the best of *friends*, flying together *as one* (fifth stroke), they are not easy prey for the *great eagles / vultures*."
2100,媛,"beautiful woman",0,2014-04-14 17:04:51,"You want to know about a beautiful woman? There's a *woman* that's so beautiful, the *birds migrate* to her instead of the sun!"
2101,援,"abet",0,2014-04-14 17:06:21,"This kanji is in the word 援助(えんじょ) which means to #support# or assist. The word abet suggests that you are helping or #support#ing something that is morally wrong. #Support# is a much better choice for this kanji. Story: The *migrating ducks* left a little early this year, leaving one duck behind. He gives them the finger and says thanks ""Thanks for the #support#, assholes!"""
2102,緩,"slacken",0,2015-12-23 07:57:36,"oh no! *Spiderman* has some *migrating ducks*  stuck in his web, he has to slacken it so they can get out."
2103,属,"belong",0,2014-04-14 17:09:45,"[WARNING: violent story]  Two teams of #insects# are playing “capture the #flag#” (ala Unreal Tournament). All of them wear ammunition #belts#. Here you try to take the #flag# of the opponent team, when you are faced by an #insect#: “You’ll get our #flag# over my dead body!”. You reply: “All your base are BELONG to us!”, shoot him on the head, take the #flag# and run away. See the #drop# of blood flowing from his head?"
2104,嘱,"entrust",0,2014-04-15 02:54:46,"The commando gnats entrusted their *mouths* to the translators and what came out was ""All your base are *belong* to us!"""
2105,偶,"accidentally",0,2014-04-15 02:56:08,"*Zoro* #accidentially# stepped on *Jiminy Cricket* (a brainy insect, with a belt sort of sash to hold his ""conscience"" badge)."
2106,遇,"interview",0,2014-04-15 02:57:18,"On the *road* to my #interview# I *accidentally* bump into *Jiminy Cricket* who gives me some good advice."
2107,愚,"foolish",0,2014-04-15 02:58:16,"""Don't be #foolish#!"" says *Jiminy Cricket* as he lashes you with his belt. Follow logic, like me, not your *heart*."
2108,隅,"corner",0,2014-04-15 02:59:15,"If you behave badly at THE PINNACLE, JIMINY CRICKET will send you to sit in the corner."
2109,逆,"inverted",0,2014-04-15 03:09:41,"There's a road that's been inverted- it's gone from horizontal to directly vertical! The only beast that could possibly climb it is a mountain goat of course."
2110,塑,"model",0,2014-04-15 03:10:53,"If you model a mountain goat from ""soil"" and leave it under the full ""moon,"" it will come to life."
2111,遡,"go upstream",0,2016-01-02 13:26:29,"You decide to go salmon fishing, so you ride a *mountain goat* to the top of the *road*. Under the light of the *moon*, as it's illegal, you catch the salmon #going upstream#.

You accidentally ran over and killed the holy mountain goat on the road. Frightened by the view of the dead body and to save your own body from the angry villagers, you decide to run away from your bloodstained vehicle, jump into the river, and go upstream to hide your tracks."
2112,岡,"Mount",0,2014-04-15 03:12:02,"white mount , Fuji mount , olympus mount whatever ....The choice is yours but wherever you go they sell those snowglobe souvenir : under a GLASS HOOD you can see the mount with a MOUTAIN GOAT standing on top of it  .... So kitsch you just can't forget it ."
2113,鋼,"steel",0,2014-04-15 04:38:03,"*Mount* Fuji is completely made up of a *metal* known as steel."
2114,綱,"hawser",0,2014-04-15 04:38:35,"*Spiderman* saves Japan from floating away by tying *Mt. Fuji* to mainland Asia using a hawser made of web."
2115,剛,"sturdy",0,2014-04-15 06:06:58,"Anything sturdy in Japan is associated with *Mount* Fuji.  Perhaps this is because it's symmetry is believed to make it rather sturdy itself, unlike all those crooked mountains that are around and tend to fall apart (think rock slides, avalanches, etc.).  Here we see Sturdy-brand *sabers* with *Mount* Fuji engraved on the blade."
2116,缶,"tin can",0,2014-04-15 06:07:46,"Horses kept in the mountains have a unique savory taste. At least so the text on this tin can would have us believe, which contains 100% authentic mountain horse."
2117,陶,"pottery",0,2014-04-15 06:08:25,"Pottery is an obsolete art up in the super-modern Utopia of *The Pinnacle* ... instead, they *bind up* everything they need to preserve in high-tech *tin cans*"
2118,揺,"swing",0,2014-04-16 07:12:40,"For the *condor* primitive: A #condor# is like a *vulture*, but *twice* as big and it lives near *mountains* (a suitable place for such a majestic bird).  For swing: I'm sitting on a swing when a *condor* comes by and picks up the whole swing set with its big *finger*-like claws and now I'm swinging in mid-air. Weeeeeeeee!!!!!"
2119,謡,"Noh chanting",0,2014-04-16 07:15:08,"#Noh chanting#?!?  I meant ""NO CHANTING!""  Now all you, just shut up!  Not another *word*!  Don't you know that chanting can provoke attacks from the local *condor*?  So, no chanting, and especially no #Noh chanting#."
2120,鬱,"gloom",0,2014-07-25 04:00:09,"In the middle of the final GROVE you find a TIN CAN. There's a CROWN inside! You are very excited with this, but then someone appears behind you: ""Hey, gimme that kid!"" You look and it's WOLVERINE, with a SHOVEL on his back and all covered in {2866}. ""I found that crown in the rocksalt mines over there, so hand it over!"" - You unwillingly hand him the crown and he goes away. Then you SIT ON THE FLOOR, feeling impotent, and the SHAPE of your face becomes all #GLOOMY ☹ (完)#"
2121,就,"concerning",0,2014-04-16 07:16:53,"Ahem...#CONCERNING# your recent science fair project, it was a *CAPITAL* idea, but the *CHIHUAHUA with a HUMAN LEG* is freaking out the other contestants!"
2122,蹴,"kick",0,2016-01-02 13:24:23,"We are here *concerning* your animal cruelty. Because you kicked all the chihuahuas in the capital, we are going to remove your *foot* as punishment."
2123,懇,"sociable",0,2014-04-16 07:41:57,"The skunk here is Pepe LePew of Looney Tunes fame. He's a very sociable skunk, as far as skunks go, but instead of having a ""heart of gold"" he has a heart of silver (since he always finishes second in the game of love)."
2124,墾,"groundbreaking",0,2014-04-16 07:49:26,"It was the #groundbreaking# of the new farm, but there was an uninvited guest to the ceremony.  It was a famous *skunk*, the one with the familiar *silver* stripe.  The feet of the crowd rushing from the ceremony site churned up the *soil* very nicely.  The ceremony was ruined but the #groundbreaking# was a great success."
2125,貌,"countenance",0,2016-01-02 13:22:53,"skunk, white, human legs: You should have seen the shocked countenance on the girls' face when she saw the *skunk* nibbling away at the *white human legs* of the corpse she found in the woods. (Because of that, and the smell of course)."
2126,免,"excuse",0,2014-04-16 07:51:48,"Obviously this is the rabbit from Alice, excusing himself and rushing away on his legs, as he has a binding day schedule. This is at the same time an image, with bound=ears, day=head and legs are just legs. The image is used in {2093}"
2127,逸,"elude",0,2014-04-16 07:54:05,"Tip : as a primitive *rabbit* becomes Bugs Bunny of Looney Tunes fame. Here *Bugs Bunny* eludes Elmer Fudd the hunter, once again. He deviate Elmer in the wrong street"
2128,晩,"nightfall",0,2014-04-16 07:55:56,"This is EASY!!! Japanese people see a RABBIT ON THE MOON (http://en.wikipedia.org/wiki/Moon_rabbit ) and so nightfall is when the *sun* leaves to make way for the *rabbit*

At nightfall the sun excuses itself and goes to sleep."
2129,勉,"exertion",0,2014-04-16 08:00:09,"Notice how BUGS BUNNY's legs (hint about stroke extension) are starting to get big MUSCLES? It must be because he's always EXERTING himself on the run from Elmer Fudd (or from kicking the shit out of Elmer Fudd when he catches up!!)."
2130,象,"elephant",0,2014-04-16 08:01:48,"An elephant has huge ears, like a *rabbit*, and a big, fat body, like a *sow*."
2131,像,"statue",0,2014-04-16 08:03:52,"In India, you see a lot of statues of the Hindu god Ganesha. Easy to recognize: he's the *person* with the *elephant* head."
2132,馬,"horse",0,2014-04-16 08:13:20,"Turkey with the drops at the top removed and tail feathers added (this matches stroke order and there are the tail feathers already, why not have the whole bird). If you take the two drops of 隹 as wings, then horses are like turkeys, but have no wings and have more prominent tail ""feathers"". Both are actually supposed to be pictographs, though."
2133,駒,"pony",0,2014-04-17 17:17:55,"The cute little innocent-looking plastic #pony# on the desk of a student is in fact a *trojan horse*, hiding *phrases* in its belly which are used for cheating during an exam.  No #pony# will be permitted on desks during tests!"
2134,験,"verification",0,2014-04-17 17:18:17,"We just #verification# that there are indeed no soldiers in the belly of this trojan *horse*. We're just gonna stab it in the belly with this *awl* to check."
2135,騎,"equestrian",0,2014-04-17 17:18:42,"If the equestrian team used *trojan horses*, it would be really *strange*."
2136,駐,"parking",0,2014-04-17 17:19:25,"(Heard inside the belly of the trojan horse) ""But the sign says No *Trojan Horse* Parking, m`*lord* .""  (Think monty python skit)"
2137,駆,"drive",0,2014-04-17 18:03:25,"You have to be craaazzzzyy to drive a buggy led by a *team of horses* through a *ward* of Tokyo!"
2138,駅,"station",0,2014-04-17 18:03:50,"Anyone living in Japan knows that train stations play little melodies when the train is about to arrive. In Ye Olden Days, when *horses* and carriages were used for transport, the carriage driver would play a little melody on his *shakuhachi* to let the passengers know the carriage was arriving at the next station."
2139,騒,"boisterous",0,2014-04-17 18:04:55,"The hidden Greeks inside the *Trojan Horse* are getting boisterous as one of them is bitten in the *crotch* by a nasty *insect*. If they don't shut up, the Trojans will hear them..."
2140,駄,"burdensome",0,2014-04-17 18:06:43,"The Greek warriors inside the *Trojan Horse* are complaining about this burdensome *plump* warrior who is not helping at all (say, just eating candies and watching). - ""You know you're such a burden!"". Note : be sure to keep ""plump"" distinct from the primitive meaning of ""round"" (""fat man"")."
2141,驚,"wonder",0,2014-04-29 03:46:29,"The horse wonders why it is being addressed in keigo 敬語 after all it is only a horse."
2142,篤,"fervent",0,2014-04-29 03:47:05,"a fervent horse doesnt need to be whipped with a bamboo stick during a race, it will go fast by itself"
2143,罵,"insult",0,2016-01-02 13:18:36,"In ancient Japan, the most grievous insult was to poke a rival's *horse* in the *eye* (consider how rare an expensive a steed was in those days).  It was the final step in preparation for a duel to the death."
2144,騰,"inflation",0,2014-04-29 03:47:35,"Inflation is rampant: a *month* ago, I could buy a horse with this money, but now, only a *quarter of a horse*."
2145,虎,"tiger",0,2014-04-29 03:49:51,"Magic wand + first two strokes of pelt (皮) + diced + human legs. A wizard who turns people he doesn't like into newts with his magic wand goes for variety - he has always wanted a tiger pelt - but things go awry when the tiger promptly dices and eats him, leaving only a pair of legs. (a fitting end for a wicked wizard)"
2146,虜,"captive",0,2014-04-29 03:51:42,"Captive *men* are thrown to the *tigers*.  Captive women are thrown to the *men*. (thanks, Piitaa)
Tip: To avoid confusing keyword *captive* with {1018} note that cap*ti*ve contains ""*ti*"" for *ti*ger."
2147,膚,"skin",0,2014-04-29 03:53:38,"Ending up in a tiger's stomach is not good for your skin, as it's full of stomach acids."
2148,虚,"void",0,2014-04-29 04:14:53,"In Japanese folklore there is no hell, but there is the void. There, a *row* of *tigers* waits in the blackness to devour those souls who have failed in their spiritual life."
2149,戯,"frolic",0,2014-04-29 04:15:48,"This is a story about the end of the universe.  The universe is turning into a featureless *void*.  There's nothing we can do about it except for throw a *fiesta* and frolic a little bit before it's all over."
2150,虞,"uneasiness",0,2014-04-29 04:17:58,"My dear friend, a Bengali merchant, *gave* me a *tiger* as a birthday present. I felt #uneasiness#, knowing that I'll have to reject it. Or was it horror?"
2151,慮,"prudence",0,2014-04-29 04:18:54,"You have to think with prudence  about approaching a tiger. If not, it will eat your brains and heart. Thanks raulir."
2152,劇,"drama",0,2014-04-29 04:19:55,"A great Indian #drama# acted out every year is how a poor Bengali boy fended off the *tigers* from his *pigs* using only a *sabre*."
2153,虐,"tyrannize",0,2014-04-29 04:21:27,"The ""E"" shape actually means claws here, and the real etymology is a tiger tyrannizing other animals with its claws (the etymologies actually make sense once in a blue moon!).  I think of the claws here as two hooks, representing the front paws.  (stroke order of that part: 二＋last of 直)"
2154,鹿,"deer",0,2014-04-29 05:07:08,"*Bambi* wanders into a *cave* and sees a *side order of salad* and *2 spoons*...but what's the main course?"
2155,麓,"foot of a mountain",0,2016-01-02 13:27:06,"Many *deer* can be found in the *grove* at the foot of a mountain"
2156,薦,"recommend",0,2014-04-29 05:09:47,"It is recommended that deers stick to eating flowers. If they try to eat birds, they may end up choking on them, like this one here. Note that the head (白) is gone and the visible part of the body which is normally written with a stroke of the head must by necessity be drawn with a stroke of the tail."
2157,慶,"jubilation",0,2014-04-29 05:46:41,"*Bambi* was *melancholy* at the death of his mother, but is now in jubilation as he's made friends with thumper."
